2.00000000, 1.99999998 
2.00414213, 1.99464817 
2.02071067, 1.97345680 
2.09526911, 1.87755154 
2.19053823, 1.75398453 
2.02485281, 1.96809778 
2.07041630, 1.90959365 
2.14083261, 1.81863142 
2.16982755, 1.78097116 
2.01656854, 1.97876039 
2.18225396, 1.76478507 
2.12012193, 1.84544031 
2.08284271, 1.89357678 
2.19882250, 1.74316367 
2.19468037, 1.74857371 
2.03313708, 1.95745087 
2.15740115, 1.79712800 
2.10769552, 1.86150184 
2.09112698, 1.88290450 
2.15325901, 1.80250776 
2.08698484, 1.88824754 
2.11597979, 1.85081056 
2.01242640, 1.98406935 
2.00828427, 1.98929649 
2.03727922, 1.95209490 
2.04970562, 1.93623331 
2.02899494, 1.96282953 
2.18639610, 1.75938423 
2.11183766, 1.85614474 
2.05798989, 1.92558290 
2.05384776, 1.93090900 
2.16568542, 1.78635192 
2.12426406, 1.84008784 
2.20296464, 1.73775538 
2.04556349, 1.94154124 
2.07870057, 1.89892456 
2.17811183, 1.77017906 
2.17396969, 1.77557949 
2.06627416, 1.91491287 
2.13669047, 1.82399625 
2.04142135, 1.94687679 
2.07455844, 1.90426005 
2.20710678, 1.73233912 
2.21539105, 1.72148508 
2.12840620, 1.83473267 
2.16154328, 1.79174521 
2.13254833, 1.82936831 
2.09941125, 1.87221636 
2.23195959, 1.69976101 
2.14497474, 1.81325969 
2.25267027, 1.67250824 
2.21953318, 1.71606974 
2.10355339, 1.86686835 
2.26095454, 1.66159173 
2.30237589, 1.60674264 
2.27752308, 1.63971325 
2.26509667, 1.65614021 
2.14911688, 1.80787842 
2.29409162, 1.61775092 
2.35208152, 1.54028965 
2.31894444, 1.58465974 
2.22367532, 1.71063281 
2.32308657, 1.57909770 
2.06213203, 1.92024338 
2.22781745, 1.70520732 
2.32722871, 1.57360663 
2.23610172, 1.69432997 
2.24852813, 1.67798610 
2.21124891, 1.72691358 
2.28580735, 1.62873413 
2.28166522, 1.63409062 
2.31066017, 1.59571674 
2.33137084, 1.56806676 
2.31480230, 1.59015787 
2.33965511, 1.55696659 
2.26923881, 1.65066855 
2.24024386, 1.68887454 
2.34379725, 1.55141631 
2.28994949, 1.62322201 
2.37279220, 1.51237044 
2.35622366, 1.53471820 
2.24438600, 1.68342609 
2.34793939, 1.54579243 
2.27338094, 1.64519307 
2.36036579, 1.52914103 
2.38107647, 1.50117093 
2.36450793, 1.52355865 
2.37693433, 1.50677658 
2.40178715, 1.47305084 
