0.00000000, 2.82842712 
0.04242640, 2.80725134 
0.04949747, 2.80372995 
0.00707106, 2.82489202 
0.02828427, 2.81430114 
0.07778174, 2.78967027 
0.01414213, 2.82136048 
0.09192388, 2.78265503 
0.02121320, 2.81783014 
0.08485281, 2.78616347 
0.03535533, 2.81077696 
0.05656854, 2.80021457 
0.11313708, 2.77214999 
0.06363961, 2.79669798 
0.10606601, 2.77564987 
0.07071067, 2.79318350 
0.09899494, 2.77915184 
0.12020815, 2.76865281 
0.14142135, 2.75817536 
0.16263455, 2.74772034 
0.13435028, 2.76166495 
0.16970562, 2.74424046 
0.12727922, 2.76515754 
0.17677669, 2.74076286 
0.19798989, 2.73034581 
0.14849242, 2.75468670 
0.21213203, 2.72341415 
0.18384776, 2.73728774 
0.19091883, 2.73381571 
0.15556349, 2.75120264 
0.21920310, 2.71995041 
0.22627416, 2.71649087 
0.26870057, 2.69579143 
0.24748737, 2.70613071 
0.20506096, 2.72687874 
0.24041630, 2.70958051 
0.28991377, 2.68547982 
0.28284271, 2.68891437 
0.31112698, 2.67519205 
0.30405591, 2.67861456 
0.26162950, 2.69923626 
0.33234018, 2.66492848 
0.27577164, 2.69235250 
0.29698484, 2.68204785 
0.23334523, 2.71303525 
0.35355339, 2.65469238 
0.32526911, 2.66834760 
0.25455844, 2.70268214 
0.36062445, 2.65128690 
0.34648232, 2.65810083 
0.36769552, 2.64788306 
0.37476659, 2.64448166 
0.41719300, 2.62414492 
0.38890872, 2.63769177 
0.33941125, 2.66151429 
0.40305086, 2.63091206 
0.39597979, 2.63430047 
0.42426406, 2.62076591 
0.41012193, 2.62752704 
0.43840620, 2.61401730 
0.45254833, 2.60728085 
0.45961940, 2.60391702 
0.31819805, 2.67176823 
0.43133513, 2.61738858 
0.50204581, 2.58380620 
0.46669047, 2.60055591 
0.47376154, 2.59720124 
0.38183766, 2.64108604 
0.52325901, 2.57379515 
0.48083261, 2.59384184 
0.44547727, 2.61064771 
0.49497474, 2.58715049 
0.48790367, 2.59049747 
0.51618794, 2.57712907 
0.53740115, 2.56713874 
0.50911688, 2.58046648 
0.55154328, 2.56049539 
0.55861435, 2.55717891 
0.54447222, 2.56381536 
0.57982755, 2.54725043 
0.56568542, 2.55386544 
0.53033008, 2.57046560 
0.57275649, 2.55055639 
0.61518289, 2.53077436 
0.60104076, 2.53735396 
0.63639610, 2.52093235 
0.62225396, 2.52748999 
0.60811183, 2.53406229 
0.65760930, 2.51112407 
0.58689862, 2.54394798 
0.65053823, 2.51438900 
0.62932503, 2.52420937 
0.64346716, 2.51765922 
0.66468037, 2.50786207 
0.59396969, 2.54064913 
0.67175144, 2.50460398 
0.70003571, 2.49161040 
0.68589357, 2.49809947 
0.67882250, 2.50134984 
0.74953318, 2.46902391 
0.72124891, 2.48190637 
0.69296464, 2.49485239 
0.70710678, 2.48837156 
0.73539105, 2.47545680 
0.74246211, 2.47223841 
0.77781745, 2.45620710 
0.75660425, 2.46581348 
0.79903066, 2.44663865 
0.78488852, 2.45301298 
0.71417784, 2.48513706 
0.72831998, 2.47867843 
0.82024386, 2.43710875 
0.77074639, 2.45940493 
0.80610172, 2.44345497 
0.84145706, 2.42761816 
0.76367532, 2.46260687 
0.81317279, 2.44028092 
0.84852813, 2.42446348 
0.85559920, 2.42131285 
0.83438600, 2.43077697 
0.86267027, 2.41816561 
0.82731493, 2.43394041 
0.79195959, 2.44982380 
0.88388347, 2.40875773 
0.90509667, 2.39938961 
0.89095454, 2.40562950 
0.89802561, 2.40250768 
0.93338094, 2.38696441 
0.86974133, 2.41502460 
0.91216774, 2.39627624 
0.96166522, 2.37461603 
0.92630988, 2.39006365 
0.94045201, 2.38386969 
0.91923881, 2.39316730 
0.95459415, 2.37769468 
0.94752308, 2.38077959 
0.96873628, 2.37154220 
0.99702055, 2.35929377 
0.98994949, 2.36234837 
0.98287842, 2.36540798 
0.97580735, 2.36847256 
0.87681240, 2.41188983 
1.04651803, 2.33805686 
1.01116269, 2.35320012 
1.00409162, 2.35624358 
1.03237589, 2.34409842 
1.08894444, 2.32006183 
1.05358910, 2.33504415 
1.09601550, 2.31708113 
1.02530483, 2.34712711 
1.11015764, 2.31113876 
1.06773123, 2.32903466 
1.06066017, 2.33203654 
1.07480230, 2.32603812 
1.10308657, 2.31410695 
1.08187337, 2.32304735 
1.01823376, 2.35016101 
1.12429978, 2.30521829 
1.18086832, 2.28176887 
1.15258405, 2.29344640 
