2.04804800, 1.99493736 
2.06793000, 1.98948357 
2.05798900, 1.99248217 
2.00662700, 1.99991102 
2.00000000, 2.00000000 
2.02816600, 1.99832543 
2.01325400, 1.99959966 
2.06627400, 1.99002196 
2.01822500, 1.99931235 
2.02153900, 1.99903086 
2.00828400, 1.99986048 
2.04970500, 1.99456470 
2.01159700, 1.99972482 
2.05136200, 1.99417758 
2.03313700, 1.99765828 
2.05467600, 1.99335597 
2.01491100, 1.99954260 
2.03479300, 1.99740340 
2.02982300, 1.99811709 
2.00994100, 1.99979846 
2.03148000, 1.99789417 
2.00497000, 1.99994976 
2.02485200, 1.99870362 
2.01656800, 1.99943315 
2.04473500, 1.99562505 
2.00331300, 1.99997777 
2.02319500, 1.99887548 
2.06296000, 1.99105236 
2.01988200, 1.99917903 
2.07787200, 1.98591407 
2.07124400, 1.98835839 
2.06130300, 1.99154146 
2.05301900, 1.99377586 
2.03645000, 1.99715122 
2.06958700, 1.98892900 
2.04639100, 1.99529450 
2.04307800, 1.99595475 
2.05964600, 1.99202084 
2.07455800, 1.98714241 
2.06461700, 1.99045125 
2.03976400, 1.99658773 
2.02650900, 1.99852183 
2.00165600, 1.99999450 
2.04142100, 1.99627742 
2.03810700, 1.99687633 
2.08118500, 1.98458758 
2.07290100, 1.98777182 
2.05633200, 1.99292842 
2.08449900, 1.98320479 
2.07952800, 1.98526222 
2.08284200, 1.98388532 
2.08615600, 1.98248503 
2.07621500, 1.98654514 
2.08781300, 1.98170500 
2.09775400, 1.97696050 
2.10106700, 1.97522286 
2.09941100, 1.97610041 
2.09112600, 1.97626039 
2.10935200, 1.97055922 
2.08947000, 1.98099390 
2.09609700, 1.97780211 
2.11266500, 1.96856525 
2.12757700, 1.95865790 
2.09444000, 1.97862705 
2.09278300, 1.97943367 
2.10769500, 1.97145040 
2.10438100, 1.97341233 
2.10272400, 1.97432669 
2.10603800, 1.97247968 
2.13420500, 1.95375710 
2.12095000, 1.96325065 
2.13254800, 1.95501126 
2.11100900, 1.96957119 
2.12426300, 1.96099284 
2.12923400, 1.95746162 
2.11432200, 1.96753998 
2.14248900, 1.94719623 
2.11763600, 1.96543310 
2.11597900, 1.96649595 
2.11929300, 1.96435135 
2.13089100, 1.95624609 
2.12592000, 1.95983496 
2.14745900, 1.94302674 
2.13586100, 1.95248435 
2.12260700, 1.96213094 
2.13917500, 1.94987915 
2.14083200, 1.94854742 
2.14414600, 1.94582559 
2.15243000, 1.93868115 
2.15077300, 1.94014915 
2.15905700, 1.93261544 
2.13751800, 1.95119146 
2.14580200, 1.94443632 
2.15574400, 1.93568677 
2.14911600, 1.94159768 
2.16568500, 1.92623885 
2.15408700, 1.93719368 
2.15740000, 1.93416134 
2.17231200, 1.91955473 
2.16237100, 1.92946590 
2.17396900, 1.91783556 
2.17065500, 1.92125479 
2.16734200, 1.92459639 
2.19219400, 1.89768056 
2.18888100, 1.90151252 
2.17728300, 1.91434005 
2.18225300, 1.90895579 
2.16071400, 1.93105042 
2.18391000, 1.90586623 
2.18556700, 1.90527150 
2.20047900, 1.88777710 
2.19053700, 1.89960635 
2.18722400, 1.90340131 
2.19716500, 1.89179309 
2.18059600, 1.91076977 
2.20379200, 1.88369025 
2.19550800, 1.89377387 
2.21373300, 1.87100121 
2.21539000, 1.86882490 
2.21042000, 1.87530038 
2.19385100, 1.89573638 
2.16402800, 1.92786203 
2.21704700, 1.86663130 
2.20544900, 1.88161937 
2.17894000, 1.91256298 
2.22036100, 1.86219261 
2.20213500, 1.88574326 
2.22864500, 1.85080105 
2.22367500, 1.85768586 
2.20710600, 1.87953072 
2.21870400, 1.86442051 
2.22201800, 1.85994770 
2.23030200, 1.84847240 
2.23361600, 1.84376573 
2.19882200, 1.88979415 
2.21207700, 1.87315887 
2.17562600, 1.91609731 
2.22533100, 1.85540856 
2.24024300, 1.83415893 
2.20876300, 1.87742436 
2.23858600, 1.83658513 
2.16899800, 1.92292345 
2.23527200, 1.84138933 
2.23195900, 1.84612726 
2.24355700, 1.82925879 
2.24852700, 1.82179207 
2.24521400, 1.82678502 
2.23692900, 1.83899530 
2.25018400, 1.81927155 
2.25184100, 1.81673562 
2.25846800, 1.80644114 
2.24687000, 1.82429709 
2.25681200, 1.80903626 
2.26675300, 1.79323488 
2.22698800, 1.85311314 
2.27172300, 1.78513754 
2.24190000, 1.83171679 
2.27006600, 1.78785160 
2.25515500, 1.81161789 
2.25349800, 1.81418437 
2.28000700, 1.77135614 
2.26841000, 1.79054965 
2.26178200, 1.80120295 
2.28332100, 1.76574514 
2.28994900, 1.75435898 
2.26509600, 1.79590556 
2.28663500, 1.76007921 
2.29491900, 1.74567991 
2.28497800, 1.76291900 
2.27669400, 1.77077075 
2.29160500, 1.75148043 
2.28166400, 1.76855755 
